"id","Symbol","EnsemblID","Synonyms"
"1","A2M","ENSG00000175899","A2MD"
"2","A2M","ENSG00000175899","CPAMD5"
"3","A2M","ENSG00000175899","FWP007"
"4","A2M","ENSG00000175899","S863-7"
"5","NAT1","ENSG00000171428","AAC1"
"6","NAT1","ENSG00000171428","MNAT"
"7","NAT1","ENSG00000171428","NAT-1"
"8","NAT1","ENSG00000171428","NATI"
"9","NAT2","ENSG00000156006","AAC2"
"10","NAT2","ENSG00000156006","NAT-2"
"11","NAT2","ENSG00000156006","PNAT"
"12","AADAC","ENSG00000114771","CES5A1"
"13","AADAC","ENSG00000114771","DAC"
"14","AAMP","ENSG00000127837","-"
"15","AANAT","ENSG00000129673","DSPS"
"16","AANAT","ENSG00000129673","SNAT"
"17","AARS1","ENSG00000090861","AARS"
"18","AARS1","ENSG00000090861","CMT2N"
"19","AARS1","ENSG00000090861","EIEE29"
"20","ABAT","ENSG00000183044","GABA-AT"
"21","ABAT","ENSG00000183044","GABAT"
"22","ABAT","ENSG00000183044","NPD009"
"23","ABCA1","ENSG00000165029","ABC-1"
"24","ABCA1","ENSG00000165029","ABC1"
"25","ABCA1","ENSG00000165029","CERP"
"26","ABCA1","ENSG00000165029","HDLCQTL13"
"27","ABCA1","ENSG00000165029","HDLDT1"
"28","ABCA1","ENSG00000165029","HPALP1"
"29","ABCA1","ENSG00000165029","TGD"
"30","ABCA2","ENSG00000107331","ABC2"
"31","ABCA2","ENSG00000107331","IDPOGSA"
"32","ABCA3","ENSG00000167972","ABC-C"
"33","ABCA3","ENSG00000167972","ABC3"
"34","ABCA3","ENSG00000167972","EST111653"
"35","ABCA3","ENSG00000167972","LBM180"
"36","ABCA3","ENSG00000167972","SMDP3"
"37","ABCB7","ENSG00000131269","ABC7"
"38","ABCB7","ENSG00000131269","ASAT"
"39","ABCB7","ENSG00000131269","Atm1p"
"40","ABCB7","ENSG00000131269","EST140535"
"41","ABCF1","ENSG00000204574","ABC27"
"42","ABCF1","ENSG00000204574","ABC50"
"43","ABCA4","ENSG00000198691","ABC10"
"44","ABCA4","ENSG00000198691","ABCR"
"45","ABCA4","ENSG00000198691","ARMD2"
"46","ABCA4","ENSG00000198691","CORD3"
"47","ABCA4","ENSG00000198691","FFM"
"48","ABCA4","ENSG00000198691","RMP"
"49","ABCA4","ENSG00000198691","RP19"
"50","ABCA4","ENSG00000198691","STGD"
"51","ABCA4","ENSG00000198691","STGD1"
"52","ABL1","ENSG00000097007","ABL"
"53","ABL1","ENSG00000097007","BCR-ABL"
"54","ABL1","ENSG00000097007","CHDSKM"
"55","ABL1","ENSG00000097007","JTK7"
"56","ABL1","ENSG00000097007","bcr/abl"
"57","ABL1","ENSG00000097007","c-ABL"
"58","ABL1","ENSG00000097007","c-ABL1"
"59","ABL1","ENSG00000097007","p150"
"60","ABL1","ENSG00000097007","v-abl"
"61","AOC1","ENSG00000002726","ABP"
"62","AOC1","ENSG00000002726","ABP1"
"63","AOC1","ENSG00000002726","DAO"
"64","AOC1","ENSG00000002726","DAO1"
"65","AOC1","ENSG00000002726","KAO"
"66","ABL2","ENSG00000143322","ABLL"
"67","ABL2","ENSG00000143322","ARG"
"68","ABO","ENSG00000175164","A3GALNT"
"69","ABO","ENSG00000175164","A3GALT1"
"70","ABO","ENSG00000175164","GTB"
"71","ABO","ENSG00000175164","NAGAT"
"72","ABR","ENSG00000159842","MDB"
"73","ACAA1","ENSG00000060971","ACAA"
"74","ACAA1","ENSG00000060971","PTHIO"
"75","ACAA1","ENSG00000060971","THIO"
"76","ACACA","ENSG00000278540","ACAC"
"77","ACACA","ENSG00000278540","ACACAD"
"78","ACACA","ENSG00000278540","ACC"
"79","ACACA","ENSG00000278540","ACC1"
"80","ACACA","ENSG00000278540","ACCA"
"81","ACACB","ENSG00000076555","ACC2"
"82","ACACB","ENSG00000076555","ACCB"
"83","ACACB","ENSG00000076555","HACC275"
"84","ACADL","ENSG00000115361","ACAD4"
"85","ACADL","ENSG00000115361","LCAD"
"86","ACADM","ENSG00000117054","ACAD1"
"87","ACADM","ENSG00000117054","MCAD"
"88","ACADM","ENSG00000117054","MCADH"
"89","ACADS","ENSG00000122971","ACAD3"
"90","ACADS","ENSG00000122971","SCAD"
"91","ACADSB","ENSG00000196177","2-MEBCAD"
"92","ACADSB","ENSG00000196177","ACAD7"
"93","ACADSB","ENSG00000196177","SBCAD"
"94","ACADVL","ENSG00000072778","ACAD6"
"95","ACADVL","ENSG00000072778","LCACD"
"96","ACADVL","ENSG00000072778","VLCAD"
"97","ACAT1","ENSG00000075239","ACAT"
"98","ACAT1","ENSG00000075239","MAT"
"99","ACAT1","ENSG00000075239","T2"
"100","ACAT1","ENSG00000075239","THIL"
"101","ACAT2","ENSG00000120437","-"
"102","ASIC2","ENSG00000108684","ACCN"
"103","ASIC2","ENSG00000108684","ACCN1"
"104","ASIC2","ENSG00000108684","ASIC2a"
"105","ASIC2","ENSG00000108684","BNC1"
"106","ASIC2","ENSG00000108684","BNaC1"
"107","ASIC2","ENSG00000108684","MDEG"
"108","ASIC2","ENSG00000108684","hBNaC1"
"109","ASIC1","ENSG00000110881","ACCN2"
"110","ASIC1","ENSG00000110881","ASIC"
"111","ASIC1","ENSG00000110881","BNaC2"
"112","ACHE","ENSG00000087085","ACEE"
"113","ACHE","ENSG00000087085","ARACHE"
"114","ACHE","ENSG00000087085","N-ACHE"
"115","ACHE","ENSG00000087085","YT"
"116","ACLY","ENSG00000131473","ACL"
"117","ACLY","ENSG00000131473","ATPCL"
"118","ACLY","ENSG00000131473","CLATP"
"119","ACO1","ENSG00000122729","ACONS"
"120","ACO1","ENSG00000122729","HEL60"
"121","ACO1","ENSG00000122729","IREB1"
"122","ACO1","ENSG00000122729","IREBP"
"123","ACO1","ENSG00000122729","IREBP1"
"124","ACO1","ENSG00000122729","IRP1"
"125","ACO2","ENSG00000100412","ACONM"
"126","ACO2","ENSG00000100412","HEL-S-284"
"127","ACO2","ENSG00000100412","ICRD"
"128","ACO2","ENSG00000100412","OCA8"
"129","ACO2","ENSG00000100412","OPA9"
"130","ACOX1","ENSG00000161533","ACOX"
"131","ACOX1","ENSG00000161533","PALMCOX"
"132","ACOX1","ENSG00000161533","SCOX"
"133","ACP1","ENSG00000143727","HAAP"
"134","ACP1","ENSG00000143727","LMW-PTP"
"135","ACP1","ENSG00000143727","LMWPTP"
"136","ACP2","ENSG00000134575","LAP"
"137","ACP5","ENSG00000102575","HPAP"
"138","ACP5","ENSG00000102575","TRACP5a"
"139","ACP5","ENSG00000102575","TRACP5b"
"140","ACP5","ENSG00000102575","TRAP"
"141","ACP5","ENSG00000102575","TrATPase"
"142","ACRV1","ENSG00000134940","D11S4365"
"143","ACRV1","ENSG00000134940","SP-10"
"144","ACRV1","ENSG00000134940","SPACA2"
"145","ACTA1","ENSG00000143632","ACTA"
"146","ACTA1","ENSG00000143632","ASMA"
"147","ACTA1","ENSG00000143632","CFTD"
"148","ACTA1","ENSG00000143632","CFTD1"
"149","ACTA1","ENSG00000143632","CFTDM"
"150","ACTA1","ENSG00000143632","MPFD"
"151","ACTA1","ENSG00000143632","NEM1"
"152","ACTA1","ENSG00000143632","NEM2"
"153","ACTA1","ENSG00000143632","NEM3"
"154","ACTA1","ENSG00000143632","SHPM"
"155","ACTA2","ENSG00000107796","ACTSA"
"156","ACTC1","ENSG00000159251","ACTC"
"157","ACTC1","ENSG00000159251","ASD5"
"158","ACTC1","ENSG00000159251","CMD1R"
"159","ACTC1","ENSG00000159251","CMH11"
"160","ACTC1","ENSG00000159251","LVNC4"
"161","ACTG1","ENSG00000184009","ACT"
"162","ACTG1","ENSG00000184009","ACTG"
"163","ACTG1","ENSG00000184009","DFNA20"
"164","ACTG1","ENSG00000184009","DFNA26"
"165","ACTG1","ENSG00000184009","HEL-176"
"166","ACTG2","ENSG00000163017","ACT"
"167","ACTG2","ENSG00000163017","ACTA3"
"168","ACTG2","ENSG00000163017","ACTE"
"169","ACTG2","ENSG00000163017","ACTL3"
"170","ACTG2","ENSG00000163017","ACTSG"
"171","ACTG2","ENSG00000163017","VSCM"
"172","ACTN4","ENSG00000130402","ACTININ-4"
"173","ACTN4","ENSG00000130402","FSGS"
"174","ACTN4","ENSG00000130402","FSGS1"
"175","ACTL6A","ENSG00000136518","ACTL6"
"176","ACTL6A","ENSG00000136518","ARPN-BETA"
"177","ACTL6A","ENSG00000136518","Arp4"
"178","ACTL6A","ENSG00000136518","BAF53A"
"179","ACTL6A","ENSG00000136518","INO80K"
"180","ACTN1","ENSG00000072110","BDPLT15"
"181","ACTN2","ENSG00000077522","CMD1AA"
"182","ACTN2","ENSG00000077522","CMH23"
"183","ACTN2","ENSG00000077522","MPD6"
"184","ACTN2","ENSG00000077522","MYOCOZ"
"185","ACTN3","ENSG00000248746","ACTN3D"
"186","ACVR1","ENSG00000115170","ACTRI"
"187","ACVR1","ENSG00000115170","ACVR1A"
"188","ACVR1","ENSG00000115170","ACVRLK2"
"189","ACVR1","ENSG00000115170","ALK2"
"190","ACVR1","ENSG00000115170","FOP"
"191","ACVR1","ENSG00000115170","SKR1"
"192","ACVR1","ENSG00000115170","TSRI"
"193","ACVR1B","ENSG00000135503","ACTRIB"
"194","ACVR1B","ENSG00000135503","ACVRLK4"
"195","ACVR1B","ENSG00000135503","ALK4"
"196","ACVR1B","ENSG00000135503","SKR2"
"197","ACVR2A","ENSG00000121989","ACTRII"
"198","ACVR2A","ENSG00000121989","ACVR2"
"199","ACVR2B","ENSG00000114739","ACTRIIB"
"200","ACVR2B","ENSG00000114739","ActR-IIB"
"201","ACVR2B","ENSG00000114739","HTX4"
"202","ACVRL1","ENSG00000139567","ACVRLK1"
"203","ACVRL1","ENSG00000139567","ALK-1"
"204","ACVRL1","ENSG00000139567","ALK1"
"205","ACVRL1","ENSG00000139567","HHT"
"206","ACVRL1","ENSG00000139567","HHT2"
"207","ACVRL1","ENSG00000139567","ORW2"
"208","ACVRL1","ENSG00000139567","SKR3"
"209","ACVRL1","ENSG00000139567","TSR-I"
"210","ACYP1","ENSG00000119640","ACYPE"
"211","ACYP2","ENSG00000170634","ACYM"
"212","ACYP2","ENSG00000170634","ACYP"
"213","ADA","ENSG00000196839","-"
"214","ADAM8","ENSG00000151651","CD156"
"215","ADAM8","ENSG00000151651","CD156a"
"216","ADAM8","ENSG00000151651","MS2"
"217","ADAM10","ENSG00000137845","AD10"
"218","ADAM10","ENSG00000137845","AD18"
"219","ADAM10","ENSG00000137845","CD156c"
"220","ADAM10","ENSG00000137845","CDw156"
"221","ADAM10","ENSG00000137845","HsT18717"
"222","ADAM10","ENSG00000137845","MADM"
"223","ADAM10","ENSG00000137845","RAK"
"224","ADAM10","ENSG00000137845","kuz"
"225","ADAR","ENSG00000160710","ADAR1"
"226","ADAR","ENSG00000160710","AGS6"
"227","ADAR","ENSG00000160710","DRADA"
"228","ADAR","ENSG00000160710","DSH"
"229","ADAR","ENSG00000160710","DSRAD"
"230","ADAR","ENSG00000160710","G1P1"
"231","ADAR","ENSG00000160710","IFI-4"
"232","ADAR","ENSG00000160710","IFI4"
"233","ADAR","ENSG00000160710","K88DSRBP"
"234","ADAR","ENSG00000160710","P136"
"235","ADARB1","ENSG00000197381","ADAR2"
"236","ADARB1","ENSG00000197381","DRABA2"
"237","ADARB1","ENSG00000197381","DRADA2"
"238","ADARB1","ENSG00000197381","RED1"
"239","ADARB2","ENSG00000185736","ADAR3"
"240","ADARB2","ENSG00000185736","RED2"
"241","ADCY1","ENSG00000164742","AC1"
"242","ADCY1","ENSG00000164742","DFNB44"
"243","ADCY2","ENSG00000078295","AC2"
"244","ADCY2","ENSG00000078295","HBAC2"
"245","ADCY3","ENSG00000138031","AC-III"
"246","ADCY3","ENSG00000138031","AC3"
"247","ADCY3","ENSG00000138031","BMIQ19"
"248","ADCY5","ENSG00000173175","AC5"
"249","ADCY5","ENSG00000173175","FDFM"
"250","ADCY6","ENSG00000174233","AC6"
"251","ADCY6","ENSG00000174233","LCCS8"
"252","ADCY7","ENSG00000121281","AC7"
"253","ADCY8","ENSG00000155897","AC8"
"254","ADCY8","ENSG00000155897","ADCY3"
"255","ADCY8","ENSG00000155897","HBAC1"
"256","ADCY9","ENSG00000162104","AC9"
"257","ADCY9","ENSG00000162104","ACIX"
"258","ADCYAP1","ENSG00000141433","PACAP"
"259","ADCYAP1R1","ENSG00000078549","PAC1"
"260","ADCYAP1R1","ENSG00000078549","PAC1R"
"261","ADCYAP1R1","ENSG00000078549","PACAPR"
"262","ADCYAP1R1","ENSG00000078549","PACAPRI"
"263","ADD1","ENSG00000087274","ADDA"
"264","ADD2","ENSG00000075340","ADDB"
"265","ADD3","ENSG00000148700","ADDL"
"266","ADD3","ENSG00000148700","CPSQ3"
"267","PLIN2","ENSG00000147872","ADFP"
"268","PLIN2","ENSG00000147872","ADRP"
"269","ADH1A","ENSG00000187758","ADH1"
"270","ADH1B","ENSG00000196616","ADH2"
"271","ADH1B","ENSG00000196616","HEL-S-117"
"272","ADH4","ENSG00000198099","ADH-2"
"273","ADH4","ENSG00000198099","HEL-S-4"
"274","ADH5","ENSG00000197894","ADH-3"
"275","ADH5","ENSG00000197894","ADHX"
"276","ADH5","ENSG00000197894","FALDH"
"277","ADH5","ENSG00000197894","FDH"
"278","ADH5","ENSG00000197894","GSH-FDH"
"279","ADH5","ENSG00000197894","GSNOR"
"280","ADH5","ENSG00000197894","HEL-S-60p"
"281","ADH6","ENSG00000172955","ADH-5"
"282","ADH7","ENSG00000196344","ADH4"
"283","ADK","ENSG00000156110","AK"
"284","ADM","ENSG00000148926","AM"
"285","ADM","ENSG00000148926","PAMP"
"286","ADORA1","ENSG00000163485","RDC7"
"287","ADORA2B","ENSG00000170425","ADORA2"
"288","ADPRH","ENSG00000144843","ARH1"
"289","ADPRH","ENSG00000144843","hARH1"
"290","PARP1","ENSG00000143799","ADPRT"
"291","PARP1","ENSG00000143799","ADPRT 1"
"292","PARP1","ENSG00000143799","ADPRT1"
"293","PARP1","ENSG00000143799","ARTD1"
"294","PARP1","ENSG00000143799","PARP"
"295","PARP1","ENSG00000143799","PARP-1"
"296","PARP1","ENSG00000143799","PPOL"
"297","PARP1","ENSG00000143799","pADPRT-1"
"298","ADRA1D","ENSG00000171873","ADRA1"
"299","ADRA1D","ENSG00000171873","ADRA1A"
"300","ADRA1D","ENSG00000171873","ADRA1R"
"301","ADRA1D","ENSG00000171873","ALPHA1"
"302","ADRA1D","ENSG00000171873","DAR"
"303","ADRA1D","ENSG00000171873","dJ779E11.2"
"304","ADRA1B","ENSG00000170214","ADRA1"
"305","ADRA1B","ENSG00000170214","ALPHA1BAR"
"306","ADRA1A","ENSG00000120907","ADRA1C"
"307","ADRA1A","ENSG00000120907","ADRA1L1"
"308","ADRA1A","ENSG00000120907","ALPHA1AAR"
"309","ADRA2A","ENSG00000150594","ADRA2"
"310","ADRA2A","ENSG00000150594","ADRA2R"
"311","ADRA2A","ENSG00000150594","ADRAR"
"312","ADRA2A","ENSG00000150594","ALPHA2AAR"
"313","ADRA2A","ENSG00000150594","ZNF32"
"314","ADRA2B","ENSG00000274286","ADRA2L1"
"315","ADRA2B","ENSG00000274286","ADRA2RL1"
"316","ADRA2B","ENSG00000274286","ADRARL1"
"317","ADRA2B","ENSG00000274286","ALPHA2BAR"
"318","ADRA2B","ENSG00000274286","FAME2"
"319","ADRA2B","ENSG00000274286","alpha-2BAR"
"320","ADRA2C","ENSG00000184160","ADRA2L2"
"321","ADRA2C","ENSG00000184160","ADRA2RL2"
"322","ADRA2C","ENSG00000184160","ADRARL2"
"323","ADRA2C","ENSG00000184160","ALPHA2CAR"
"324","ADRB1","ENSG00000043591","ADRB1R"
"325","ADRB1","ENSG00000043591","B1AR"
"326","ADRB1","ENSG00000043591","BETA1AR"
"327","ADRB1","ENSG00000043591","FNSS2"
"328","ADRB1","ENSG00000043591","RHR"
"329","ADRB2","ENSG00000169252","ADRB2R"
"330","ADRB2","ENSG00000169252","ADRBR"
"331","ADRB2","ENSG00000169252","B2AR"
"332","ADRB2","ENSG00000169252","BAR"
"333","ADRB2","ENSG00000169252","BETA2AR"
"334","GRK2","ENSG00000173020","ADRBK1"
"335","GRK2","ENSG00000173020","BARK1"
"336","GRK2","ENSG00000173020","BETA-ARK1"
"337","GRK3","ENSG00000100077","ADRBK2"
"338","GRK3","ENSG00000100077","BARK2"
"339","ADSS2","ENSG00000035687","ADEH"
"340","ADSS2","ENSG00000035687","ADSS"
"341","ADSS2","ENSG00000035687","ADSS 2"
"342","AP2A1","ENSG00000196961","ADTAA"
"343","AP2A1","ENSG00000196961","AP2-ALPHA"
"344","AP2A1","ENSG00000196961","CLAPA1"
"345","AP2A2","ENSG00000183020","ADTAB"
"346","AP2A2","ENSG00000183020","CLAPA2"
"347","AP2A2","ENSG00000183020","HIP-9"
"348","AP2A2","ENSG00000183020","HIP9"
"349","AP2A2","ENSG00000183020","HYPJ"
"350","AP1B1","ENSG00000100280","ADTB1"
"351","AP1B1","ENSG00000100280","AP105A"
"352","AP1B1","ENSG00000100280","BAM22"
"353","AP1B1","ENSG00000100280","CLAPB2"
"354","AP1B1","ENSG00000100280","KIDAR"
"355","AP1G1","ENSG00000166747","ADTG"
"356","AP1G1","ENSG00000166747","CLAPG1"
"357","AEBP1","ENSG00000106624","ACLP"
"358","TLE5","ENSG00000104964","AES"
"359","TLE5","ENSG00000104964","AES-1"
"360","TLE5","ENSG00000104964","AES-2"
"361","TLE5","ENSG00000104964","ESP1"
"362","TLE5","ENSG00000104964","GRG"
"363","TLE5","ENSG00000104964","GRG5"
"364","TLE5","ENSG00000104964","Grg-5"
"365","CRISP1","ENSG00000124812","AEGL1"
"366","CRISP1","ENSG00000124812","ARP"
"367","CRISP1","ENSG00000124812","CRISP-1"
"368","CRISP1","ENSG00000124812","HEL-S-57"
"369","CRISP1","ENSG00000124812","HSCRISP1D"
"370","CRISP1","ENSG00000124812","HSCRISP1G"
"371","CRISP1","ENSG00000124812","HUMARP"
"372","AFG3L1P","ENSG00000223959","AFG3"
"373","AFG3L1P","ENSG00000223959","AFG3L1"
"374","AFM","ENSG00000079557","ALB2"
"375","AFM","ENSG00000079557","ALBA"
"376","AFM","ENSG00000079557","ALF"
"377","AFP","ENSG00000081051","AFPD"
"378","AFP","ENSG00000081051","FETA"
"379","AFP","ENSG00000081051","HPAFP"
"380","AGA","ENSG00000038002","AGU"
"381","AGA","ENSG00000038002","ASRG"
"382","AGA","ENSG00000038002","GA"
"383","ACAN","ENSG00000157766","AGC1"
"384","ACAN","ENSG00000157766","AGCAN"
"385","ACAN","ENSG00000157766","CSPG1"
"386","ACAN","ENSG00000157766","CSPGCP"
"387","ACAN","ENSG00000157766","MSK16"
"388","ACAN","ENSG00000157766","SEDK"
"389","ACAN","ENSG00000157766","SSOAOD"
"390","AGER","ENSG00000204305","RAGE"
"391","AGER","ENSG00000204305","SCARJ1"
"392","AGL","ENSG00000162688","GDE"
"393","AGRP","ENSG00000159723","AGRT"
"394","AGRP","ENSG00000159723","ART"
"395","AGRP","ENSG00000159723","ASIP2"
"396","JAG1","ENSG00000101384","AGS"
"397","JAG1","ENSG00000101384","AGS1"
"398","JAG1","ENSG00000101384","AHD"
"399","JAG1","ENSG00000101384","AWS"
"400","JAG1","ENSG00000101384","CD339"
"401","JAG1","ENSG00000101384","DCHE"
"402","JAG1","ENSG00000101384","HJ1"
"403","JAG1","ENSG00000101384","JAGL1"
"404","AGT","ENSG00000135744","ANHU"
"405","AGT","ENSG00000135744","SERPINA8"
"406","AGT","ENSG00000135744","hFLT1"
"407","AGTR1","ENSG00000144891","AG2S"
"408","AGTR1","ENSG00000144891","AGTR1B"
"409","AGTR1","ENSG00000144891","AT1"
"410","AGTR1","ENSG00000144891","AT1AR"
"411","AGTR1","ENSG00000144891","AT1B"
"412","AGTR1","ENSG00000144891","AT1BR"
"413","AGTR1","ENSG00000144891","AT1R"
"414","AGTR1","ENSG00000144891","AT2R1"
"415","AGTR1","ENSG00000144891","HAT1R"
"416","AGTR2","ENSG00000180772","AT2"
"417","AGTR2","ENSG00000180772","ATGR2"
"418","AGTR2","ENSG00000180772","MRX88"
"419","APLNR","ENSG00000134817","AGTRL1"
"420","APLNR","ENSG00000134817","APJ"
"421","APLNR","ENSG00000134817","APJR"
"422","APLNR","ENSG00000134817","HG11"
"423","AGXT","ENSG00000172482","AGT"
"424","AGXT","ENSG00000172482","AGT1"
"425","AGXT","ENSG00000172482","AGXT1"
"426","AGXT","ENSG00000172482","PH1"
"427","AGXT","ENSG00000172482","SPAT"
"428","AGXT","ENSG00000172482","SPT"
"429","AGXT","ENSG00000172482","TLH6"
"430","NR0B1","ENSG00000169297","AHC"
"431","NR0B1","ENSG00000169297","AHCH"
"432","NR0B1","ENSG00000169297","AHX"
"433","NR0B1","ENSG00000169297","DAX-1"
"434","NR0B1","ENSG00000169297","DAX1"
"435","NR0B1","ENSG00000169297","DSS"
"436","NR0B1","ENSG00000169297","GTD"
"437","NR0B1","ENSG00000169297","HHG"
"438","NR0B1","ENSG00000169297","NROB1"
"439","NR0B1","ENSG00000169297","SRXY2"
"440","AHSG","ENSG00000145192","A2HS"
"441","AHSG","ENSG00000145192","AHS"
"442","AHSG","ENSG00000145192","APMR1"
"443","AHSG","ENSG00000145192","FETUA"
"444","AHSG","ENSG00000145192","HSGA"
"445","AIF1","ENSG00000204472","AIF-1"
"446","AIF1","ENSG00000204472","IBA1"
"447","AIF1","ENSG00000204472","IRT-1"
"448","AIF1","ENSG00000204472","IRT1"
"449","CRYBG1","ENSG00000112297","AIM1"
"450","CRYBG1","ENSG00000112297","ST4"
"451","AK1","ENSG00000106992","HTL-S-58j"
"452","AK2","ENSG00000004455","ADK2"
"453","AK4","ENSG00000162433","AK 4"
"454","AK4","ENSG00000162433","AK3"
"455","AK4","ENSG00000162433","AK3L1"
"456","AK4","ENSG00000162433","AK3L2"
"457","AKT1","ENSG00000142208","AKT"
"458","AKT1","ENSG00000142208","CWS6"
"459","AKT1","ENSG00000142208","PKB"
"460","AKT1","ENSG00000142208","PKB-ALPHA"
"461","AKT1","ENSG00000142208","PRKBA"
"462","AKT1","ENSG00000142208","RAC"
"463","AKT1","ENSG00000142208","RAC-ALPHA"
"464","AKT2","ENSG00000105221","HIHGHH"
"465","AKT2","ENSG00000105221","PKBB"
"466","AKT2","ENSG00000105221","PKBBETA"
"467","AKT2","ENSG00000105221","PRKBB"
"468","AKT2","ENSG00000105221","RAC-BETA"
"469","ALAD","ENSG00000148218","ALADH"
"470","ALAD","ENSG00000148218","PBGS"
"471","ALAS1","ENSG00000023330","ALAS"
"472","ALAS1","ENSG00000023330","ALAS-H"
"473","ALAS1","ENSG00000023330","ALAS3"
"474","ALAS1","ENSG00000023330","ALASH"
"475","ALAS1","ENSG00000023330","MIG4"
"476","ALAS2","ENSG00000158578","ALAS-E"
"477","ALAS2","ENSG00000158578","ALASE"
"478","ALAS2","ENSG00000158578","ANH1"
"479","ALAS2","ENSG00000158578","ASB"
"480","ALAS2","ENSG00000158578","SIDBA1"
"481","ALAS2","ENSG00000158578","XLDPP"
"482","ALAS2","ENSG00000158578","XLEPP"
"483","ALAS2","ENSG00000158578","XLSA"
"484","ALB","ENSG00000163631","HSA"
"485","ALB","ENSG00000163631","PRO0883"
"486","ALB","ENSG00000163631","PRO0903"
"487","ALB","ENSG00000163631","PRO1341"
"488","ALCAM","ENSG00000170017","CD166"
"489","ALCAM","ENSG00000170017","MEMD"
"490","ABCD1","ENSG00000101986","ABC42"
"491","ABCD1","ENSG00000101986","ALD"
"492","ABCD1","ENSG00000101986","ALDP"
"493","ABCD1","ENSG00000101986","AMN"
"494","ALDH1A1","ENSG00000165092","ALDC"
"495","ALDH1A1","ENSG00000165092","ALDH-E1"
"496","ALDH1A1","ENSG00000165092","ALDH1"
"497","ALDH1A1","ENSG00000165092","ALDH11"
"498","ALDH1A1","ENSG00000165092","HEL-9"
"499","ALDH1A1","ENSG00000165092","HEL-S-53e"
"500","ALDH1A1","ENSG00000165092","HEL12"
"501","ALDH1A1","ENSG00000165092","PUMB1"
"502","ALDH1A1","ENSG00000165092","RALDH1"
"503","ALDH2","ENSG00000111275","ALDH-E2"
"504","ALDH2","ENSG00000111275","ALDHI"
"505","ALDH2","ENSG00000111275","ALDM"
"506","ALDH3A1","ENSG00000108602","ALDH3"
"507","ALDH3A1","ENSG00000108602","ALDHIII"
"508","ALDH1B1","ENSG00000137124","ALDH5"
"509","ALDH1B1","ENSG00000137124","ALDHX"
"510","ALDH1A3","ENSG00000184254","ALDH1A6"
"511","ALDH1A3","ENSG00000184254","ALDH6"
"512","ALDH1A3","ENSG00000184254","MCOP8"
"513","ALDH1A3","ENSG00000184254","RALDH3"
"514","ALDH3B1","ENSG00000006534","ALDH4"
"515","ALDH3B1","ENSG00000006534","ALDH7"
"516","ALDH3B2","ENSG00000132746","ALDH8"
"517","ALDH9A1","ENSG00000143149","ALDH4"
"518","ALDH9A1","ENSG00000143149","ALDH7"
"519","ALDH9A1","ENSG00000143149","ALDH9"
"520","ALDH9A1","ENSG00000143149","E3"
"521","ALDH9A1","ENSG00000143149","TMABA-DH"
"522","ALDH9A1","ENSG00000143149","TMABADH"
"523","ALDH9A1","ENSG00000143149","TMABALDH"
"524","ALDH3A2","ENSG00000072210","ALDH10"
"525","ALDH3A2","ENSG00000072210","FALDH"
"526","ALDH3A2","ENSG00000072210","SLS"
"527","ABCD2","ENSG00000173208","ABC39"
"528","ABCD2","ENSG00000173208","ALDL1"
"529","ABCD2","ENSG00000173208","ALDR"
"530","ABCD2","ENSG00000173208","ALDRP"
"531","ABCD2","ENSG00000173208","hALDR"
"532","ALDOB","ENSG00000136872","ALDB"
"533","ALDOB","ENSG00000136872","ALDO2"
"534","AKR1B1","ENSG00000085662","ADR"
"535","AKR1B1","ENSG00000085662","ALDR1"
"536","AKR1B1","ENSG00000085662","ALR2"
"537","AKR1B1","ENSG00000085662","AR"
"538","ALK","ENSG00000171094","CD246"
"539","ALK","ENSG00000171094","NBLST3"
"540","ALOX12","ENSG00000108839","12-LOX"
"541","ALOX12","ENSG00000108839","12S-LOX"
"542","ALOX12","ENSG00000108839","LOG12"
"543","ALOX5","ENSG00000012779","5-LO"
"544","ALOX5","ENSG00000012779","5-LOX"
"545","ALOX5","ENSG00000012779","5LPG"
"546","ALOX5","ENSG00000012779","LOG5"
"547","ALOX5AP","ENSG00000132965","FLAP"
"548","ALOX12B","ENSG00000179477","12R-LOX"
"549","ALOX12B","ENSG00000179477","ARCI2"
"550","ALOX12P2","ENSG00000262943","ALOX12E"
"551","ALOX15","ENSG00000161905","12-LOX"
"552","ALOX15","ENSG00000161905","15-LOX"
"553","ALOX15","ENSG00000161905","15-LOX-1"
"554","ALOX15","ENSG00000161905","LOG15"
"555","ALOX15B","ENSG00000179593","15-LOX-2"
"556","ALPI","ENSG00000163295","IAP"
"557","ALPL","ENSG00000162551","AP-TNAP"
"558","ALPL","ENSG00000162551","APTNAP"
"559","ALPL","ENSG00000162551","HOPS"
"560","ALPL","ENSG00000162551","TNALP"
"561","ALPL","ENSG00000162551","TNAP"
"562","ALPL","ENSG00000162551","TNSALP"
"563","ALPP","ENSG00000163283","ALP"
"564","ALPP","ENSG00000163283","ALPI"
"565","ALPP","ENSG00000163283","IAP"
"566","ALPP","ENSG00000163283","PALP"
"567","ALPP","ENSG00000163283","PLAP"
"568","ALPP","ENSG00000163283","PLAP-1"
"569","ALPG","ENSG00000163286","ALPPL"
"570","ALPG","ENSG00000163286","ALPPL2"
"571","ALPG","ENSG00000163286","GCAP"
"572","ALX3","ENSG00000156150","FND"
"573","ALX3","ENSG00000156150","FND1"
"574","AMBN","ENSG00000178522","AI1F"
